Date,Temp C
8/9/2009,26
9/9/2009,27
10/9/2009,28
11/9/2009,29
12/9/2009,29
13/9/2009 ,28
14/9/2009 ,28
15/9/2009 ,29
16/9/2009 ,28
17/9/2009 ,28
18/9/2009 ,27
19/9/2009 ,28
20/9/2009 ,28
21/9/2009 ,27
22/9/2009 ,27
23/9/2009 ,28
24/9/2009 ,28
25/9/2009 ,28
26/9/2009 ,29
27/9/2009 ,29
28/9/2009 ,28
29/9/2009 ,25
30/9/2009 ,27
1/10/2009,26
2/10/2009,25
3/10/2009,27
4/10/2009,28
5/10/2009,29
6/10/2009,29
7/10/2009,29
8/10/2009,29
9/10/2009,29
10/10/2009,30
11/10/2009,30
12/10/2009,29
13/10/2009 ,30
14/10/2009 ,31
15/10/2009 ,31
16/10/2009 ,32
17/10/2009 ,30
18/10/2009 ,29
19/10/2009 ,31
20/10/2009 ,32
21/10/2009 ,31
22/10/2009 ,32
23/10/2009 ,32
24/10/2009 ,32
25/10/2009 ,32
26/10/2009 ,32
27/10/2009 ,29
28/10/2009 ,31
29/10/2009 ,30
30/10/2009 ,30
31/10/2009 ,31
1/11/2009,26
2/11/2009,31
3/11/2009,31
4/11/2009,29
5/11/2009,31
6/11/2009,29
7/11/2009,28
8/11/2009,29
9/11/2009,29
10/11/2009,29
11/11/2009,30
12/11/2009,29
13/11/2009 ,28
14/11/2009 ,31
15/11/2009 ,27
16/11/2009 ,28
17/11/2009 ,27
18/11/2009 ,26
19/11/2009 ,29
20/11/2009 ,29
21/11/2009 ,28
22/11/2009 ,27
23/11/2009 ,29
24/11/2009 ,31
25/11/2009 ,30
26/11/2009 ,30
27/11/2009 ,30
28/11/2009 ,30
29/11/2009 ,30
30/11/2009 ,30
1/12/2009,29
2/12/2009,29
3/12/2009,29
4/12/2009,29
5/12/2009,30
6/12/2009,29
7/12/2009,30
8/12/2009,30
9/12/2009,30
10/12/2009,29
11/12/2009,29
12/12/2009,30
13/12/2009 ,29
14/12/2009 ,27
15/12/2009 ,27
16/12/2009 ,29
17/12/2009 ,30
18/12/2009 ,30
19/12/2009 ,31
20/12/2009 ,31
21/12/2009 ,30
22/12/2009 ,26
23/12/2009 ,28
24/12/2009 ,29
25/12/2009 ,29
26/12/2009 ,30
27/12/2009 ,26
28/12/2009 ,29
29/12/2009 ,30
30/12/2009 ,30
31/12/2009 ,30
1/1/2010,30
2/1/2010,30
3/1/2010,29
4/1/2010,29
5/1/2010,29
6/1/2010,30
7/1/2010,30
8/1/2010,27
9/1/2010,32
10/1/2010,31
11/1/2010,29
12/1/2010,31
13/1/2010 ,32
14/1/2010 ,31
15/1/2010 ,31
16/1/2010 ,31
17/1/2010 ,30
18/1/2010 ,30
19/1/2010 ,31
20/1/2010 ,32
21/1/2010 ,31
22/1/2010 ,31
23/1/2010 ,31
24/1/2010 ,30
25/1/2010 ,31
26/1/2010 ,32
27/1/2010 ,31
28/1/2010 ,32
29/1/2010 ,32
30/1/2010 ,30
31/1/2010 ,29
1/2/2010,31
2/2/2010,32
3/2/2010,31
4/2/2010,32
5/2/2010,31
6/2/2010,32
7/2/2010,32
8/2/2010,32
9/2/2010,31
10/2/2010,31
11/2/2010,29
12/2/2010,34
