,Date,TrueCloudcover,PredictedCloudcover
146,2020-05-26,0,72.40604400634766
147,2020-05-27,0,72.15579986572266
148,2020-05-28,0,70.23556518554688
149,2020-05-29,0,71.84552001953125
150,2020-05-30,0,68.39631652832031
151,2020-05-31,0,74.31251525878906
152,2020-06-01,0,71.62410736083984
153,2020-06-02,0,69.54159545898438
154,2020-06-03,0,72.46632385253906
155,2020-06-04,0,69.3025131225586
156,2020-06-05,0,71.59272766113281
157,2020-06-06,0,70.24043273925781
158,2020-06-07,0,71.3955307006836
159,2020-06-08,0,72.7345199584961
160,2020-06-09,0,72.19009399414062
161,2020-06-10,0,77.51487731933594
162,2020-06-11,0,73.61197662353516
163,2020-06-12,0,74.1949234008789
164,2020-06-13,0,73.15492248535156
165,2020-06-14,0,75.06620788574219
166,2020-06-15,0,76.2177734375
167,2020-06-16,0,67.51193237304688
168,2020-06-17,0,67.65228271484375
169,2020-06-18,0,64.13591766357422
170,2020-06-19,0,67.6208724975586
171,2020-06-20,0,69.5166015625
172,2020-06-21,0,71.8441162109375
173,2020-06-22,0,72.6686019897461
174,2020-06-23,0,74.19263458251953
175,2020-06-24,0,75.87274169921875
176,2020-06-25,0,72.87544250488281
177,2020-06-26,0,77.12409210205078
178,2020-06-27,0,76.85588073730469
179,2020-06-28,0,76.56153106689453
180,2020-06-29,0,73.990966796875
181,2020-06-30,0,65.37934875488281
182,2020-07-01,0,79.7107925415039
183,2020-07-02,0,70.65597534179688
184,2020-07-03,0,76.19384002685547
185,2020-07-04,0,77.44139862060547
186,2020-07-05,0,78.70172119140625
187,2020-07-06,0,73.8460922241211
188,2020-07-07,0,76.05448913574219
189,2020-07-08,0,73.63766479492188
190,2020-07-09,0,74.95170593261719
191,2020-07-10,0,78.56111145019531
192,2020-07-11,0,75.42386627197266
193,2020-07-12,0,77.61199188232422
194,2020-07-13,0,78.32449340820312
195,2020-07-14,0,78.17899322509766
196,2020-07-15,0,77.07547760009766
197,2020-07-16,0,79.26042938232422
198,2020-07-17,0,81.91195678710938
199,2020-07-18,0,86.58824920654297
200,2020-07-19,0,83.64173126220703
201,2020-07-20,0,72.29230499267578
202,2020-07-21,0,79.67505645751953
203,2020-07-22,0,70.9762191772461
204,2020-07-23,0,74.83538055419922
205,2020-07-24,0,72.71958923339844
206,2020-07-25,0,75.36695861816406
207,2020-07-26,0,78.0340576171875
208,2020-07-27,0,76.142822265625
209,2020-07-28,0,70.69705963134766
210,2020-07-29,0,74.62085723876953
211,2020-07-30,0,69.86499786376953
212,2020-07-31,0,73.71131134033203
213,2020-08-01,0,72.701904296875
214,2020-08-02,0,77.1738510131836
215,2020-08-03,0,77.33091735839844
216,2020-08-04,0,77.43193054199219
217,2020-08-05,0,78.52754974365234
218,2020-08-06,0,81.25968933105469
219,2020-08-07,0,79.15927124023438
220,2020-08-08,0,75.76897430419922
221,2020-08-09,0,74.48573303222656
222,2020-08-10,0,74.4576416015625
223,2020-08-11,0,76.55378723144531
224,2020-08-12,0,78.19800567626953
225,2020-08-13,0,79.9817123413086
226,2020-08-14,0,76.16378021240234
227,2020-08-15,0,75.81549072265625
228,2020-08-16,0,72.83628845214844
229,2020-08-17,0,76.05207824707031
230,2020-08-18,0,76.23407745361328
231,2020-08-19,0,74.68558502197266
232,2020-08-20,0,77.00508880615234
233,2020-08-21,0,77.53302001953125
234,2020-08-22,0,77.16390991210938
235,2020-08-23,0,75.29178619384766
236,2020-08-24,0,81.66339111328125
237,2020-08-25,0,77.94364929199219
238,2020-08-26,0,74.70458984375
239,2020-08-27,0,80.14666748046875
240,2020-08-28,0,77.4453125
241,2020-08-29,0,78.39280700683594
242,2020-08-30,0,76.84317016601562
243,2020-08-31,0,76.00475311279297
244,2020-09-01,0,75.82575988769531
245,2020-09-02,0,76.90531921386719
246,2020-09-03,0,77.49166107177734
247,2020-09-04,0,77.21932983398438
248,2020-09-05,0,79.01174926757812
249,2020-09-06,0,77.16709899902344
250,2020-09-07,0,76.5918960571289
251,2020-09-08,0,69.93883514404297
252,2020-09-09,0,76.61483001708984
253,2020-09-10,0,72.04808807373047
254,2020-09-11,0,74.7818374633789
255,2020-09-12,0,74.66004180908203
256,2020-09-13,0,79.19259643554688
257,2020-09-14,0,74.81047821044922
258,2020-09-15,0,78.732177734375
259,2020-09-16,0,76.72988891601562
260,2020-09-17,0,77.00634002685547
261,2020-09-18,0,74.34942626953125
262,2020-09-19,0,77.9006576538086
263,2020-09-20,0,75.40003967285156
264,2020-09-21,0,78.25688171386719
265,2020-09-22,0,76.88247680664062
266,2020-09-23,0,73.17250061035156
267,2020-09-24,0,81.70999145507812
268,2020-09-25,0,78.91053771972656
269,2020-09-26,0,78.08767700195312
270,2020-09-27,0,76.18363952636719
271,2020-09-28,0,72.85255432128906
272,2020-09-29,0,76.80509948730469
273,2020-09-30,0,74.62501525878906
274,2020-10-01,0,76.54660034179688
275,2020-10-02,0,70.66442108154297
276,2020-10-03,0,79.85050964355469
277,2020-10-04,0,69.73726654052734
278,2020-10-05,0,70.25597381591797
279,2020-10-06,0,71.5300521850586
280,2020-10-07,0,71.14897155761719
281,2020-10-08,0,72.6484146118164
282,2020-10-09,0,77.48402404785156
283,2020-10-10,0,73.7685317993164
284,2020-10-11,0,76.19222259521484
285,2020-10-12,0,74.99402618408203
286,2020-10-13,0,71.55136108398438
287,2020-10-14,0,64.81928253173828
288,2020-10-15,0,71.87293243408203
289,2020-10-16,0,69.43663024902344
290,2020-10-17,0,65.26305389404297
291,2020-10-18,0,72.6441650390625
292,2020-10-19,0,67.5034408569336
293,2020-10-20,0,77.03045654296875
294,2020-10-21,0,79.66439819335938
295,2020-10-22,0,76.55139923095703
296,2020-10-23,0,70.00801849365234
297,2020-10-24,0,76.87919616699219
298,2020-10-25,0,72.18789672851562
299,2020-10-26,0,75.22402954101562
300,2020-10-27,0,67.31792449951172
301,2020-10-28,0,76.3286361694336
302,2020-10-29,0,71.9326400756836
303,2020-10-30,0,75.32427978515625
304,2020-10-31,0,66.42996215820312
305,2020-11-01,0,57.716888427734375
306,2020-11-02,0,75.7706298828125
307,2020-11-03,0,62.490623474121094
308,2020-11-04,0,61.78533935546875
309,2020-11-05,0,54.1640510559082
310,2020-11-06,0,35.98515319824219
311,2020-11-07,0,65.69733428955078
312,2020-11-08,0,75.97874450683594
313,2020-11-09,0,75.43353271484375
314,2020-11-10,0,57.600711822509766
315,2020-11-11,0,56.92464065551758
316,2020-11-12,0,54.55693435668945
317,2020-11-13,0,57.45878982543945
318,2020-11-14,0,59.74687957763672
319,2020-11-15,0,61.533538818359375
320,2020-11-16,0,59.48262023925781
321,2020-11-17,0,50.240535736083984
322,2020-11-18,0,55.90991973876953
323,2020-11-19,0,63.0042724609375
324,2020-11-20,0,52.782569885253906
325,2020-11-21,0,34.81492233276367
326,2020-11-22,0,54.634849548339844
327,2020-11-23,0,53.45854949951172
328,2020-11-24,0,48.19060134887695
329,2020-11-25,0,48.44188690185547
330,2020-11-26,0,48.2047004699707
331,2020-11-27,0,39.86712646484375
332,2020-11-28,0,60.55598831176758
333,2020-11-29,0,57.85859680175781
334,2020-11-30,0,58.63450241088867
335,2020-12-01,0,55.4865608215332
336,2020-12-02,0,52.49102020263672
337,2020-12-03,0,67.4813003540039
338,2020-12-04,0,59.38967514038086
339,2020-12-05,0,61.15137481689453
340,2020-12-06,0,55.29631423950195
341,2020-12-07,0,68.04933166503906
342,2020-12-08,0,65.75908660888672
343,2020-12-09,0,64.02153015136719
344,2020-12-10,0,61.87750244140625
345,2020-12-11,0,58.74861526489258
346,2020-12-12,0,60.12691879272461
347,2020-12-13,0,54.18764877319336
348,2020-12-14,0,51.93259811401367
349,2020-12-15,0,43.038185119628906
350,2020-12-16,0,38.10816192626953
351,2020-12-17,0,44.968387603759766
352,2020-12-18,0,47.88372802734375
353,2020-12-19,0,50.090633392333984
354,2020-12-20,0,58.63487243652344
355,2020-12-21,0,56.42882537841797
356,2020-12-22,0,53.633235931396484
357,2020-12-23,0,59.06123352050781
358,2020-12-24,0,62.20768737792969
359,2020-12-25,0,55.49122619628906
360,2020-12-26,0,53.12565612792969
361,2020-12-27,0,39.03447723388672
362,2020-12-28,0,45.23409652709961
363,2020-12-29,0,21.364910125732422
364,2020-12-30,0,33.40890884399414
