,Date,TrueTemp,PredictedTemp
192,2020-07-11,0,29.604366302490234
193,2020-07-12,0,29.5756893157959
194,2020-07-13,0,29.551902770996094
195,2020-07-14,0,29.54716682434082
196,2020-07-15,0,29.55443572998047
197,2020-07-16,0,29.13921356201172
198,2020-07-17,0,29.01580047607422
199,2020-07-18,0,28.568603515625
200,2020-07-19,0,28.39458656311035
201,2020-07-20,0,28.772836685180664
202,2020-07-21,0,28.27553939819336
203,2020-07-22,0,28.62819480895996
204,2020-07-23,0,28.70378303527832
205,2020-07-24,0,28.769338607788086
206,2020-07-25,0,28.792346954345703
207,2020-07-26,0,28.799232482910156
208,2020-07-27,0,28.775861740112305
209,2020-07-28,0,28.747182846069336
210,2020-07-29,0,28.72705841064453
211,2020-07-30,0,28.72074317932129
212,2020-07-31,0,29.244781494140625
213,2020-08-01,0,28.8414363861084
214,2020-08-02,0,29.22752571105957
215,2020-08-03,0,29.327192306518555
216,2020-08-04,0,29.377464294433594
217,2020-08-05,0,28.982074737548828
218,2020-08-06,0,28.877147674560547
219,2020-08-07,0,28.8225040435791
220,2020-08-08,0,28.106487274169922
221,2020-08-09,0,28.526628494262695
222,2020-08-10,0,28.44221305847168
223,2020-08-11,0,28.212190628051758
224,2020-08-12,0,27.895475387573242
225,2020-08-13,0,27.789762496948242
226,2020-08-14,0,28.11951446533203
227,2020-08-15,0,28.551259994506836
228,2020-08-16,0,28.51689338684082
229,2020-08-17,0,28.175622940063477
230,2020-08-18,0,28.591264724731445
231,2020-08-19,0,28.62549591064453
232,2020-08-20,0,28.63309097290039
233,2020-08-21,0,28.235774993896484
234,2020-08-22,0,28.13538360595703
235,2020-08-23,0,27.68540382385254
236,2020-08-24,0,27.942731857299805
237,2020-08-25,0,27.858497619628906
238,2020-08-26,0,27.48917007446289
239,2020-08-27,0,28.337474822998047
240,2020-08-28,0,27.869762420654297
241,2020-08-29,0,28.389324188232422
242,2020-08-30,0,28.057336807250977
243,2020-08-31,0,28.0587100982666
244,2020-09-01,0,28.030529022216797
245,2020-09-02,0,28.50982093811035
246,2020-09-03,0,28.45487403869629
247,2020-09-04,0,28.485286712646484
248,2020-09-05,0,28.574377059936523
249,2020-09-06,0,28.64137840270996
250,2020-09-07,0,28.23638343811035
251,2020-09-08,0,29.02505874633789
252,2020-09-09,0,29.075725555419922
253,2020-09-10,0,29.176549911499023
254,2020-09-11,0,28.845544815063477
255,2020-09-12,0,28.798303604125977
256,2020-09-13,0,29.274866104125977
257,2020-09-14,0,29.273454666137695
258,2020-09-15,0,29.28314971923828
259,2020-09-16,0,27.85288429260254
260,2020-09-17,0,29.150304794311523
261,2020-09-18,0,27.99657440185547
262,2020-09-19,0,29.146350860595703
263,2020-09-20,0,29.123197555541992
264,2020-09-21,0,29.067237854003906
265,2020-09-22,0,28.502220153808594
266,2020-09-23,0,28.031591415405273
267,2020-09-24,0,27.24728775024414
268,2020-09-25,0,27.67574119567871
269,2020-09-26,0,29.73483657836914
270,2020-09-27,0,30.482820510864258
271,2020-09-28,0,30.613189697265625
272,2020-09-29,0,30.61911392211914
273,2020-09-30,0,30.756555557250977
274,2020-10-01,0,30.634517669677734
275,2020-10-02,0,30.581796646118164
276,2020-10-03,0,30.234237670898438
277,2020-10-04,0,30.349529266357422
278,2020-10-05,0,29.900665283203125
279,2020-10-06,0,29.771446228027344
280,2020-10-07,0,30.24709129333496
281,2020-10-08,0,29.961156845092773
282,2020-10-09,0,29.89790153503418
283,2020-10-10,0,29.897050857543945
284,2020-10-11,0,29.47286033630371
285,2020-10-12,0,30.510520935058594
286,2020-10-13,0,30.251604080200195
287,2020-10-14,0,30.19894027709961
288,2020-10-15,0,30.288183212280273
289,2020-10-16,0,29.599102020263672
290,2020-10-17,0,29.745346069335938
291,2020-10-18,0,30.198833465576172
292,2020-10-19,0,30.23988914489746
293,2020-10-20,0,29.567161560058594
294,2020-10-21,0,28.646642684936523
295,2020-10-22,0,28.897640228271484
296,2020-10-23,0,29.19853973388672
297,2020-10-24,0,28.68182945251465
298,2020-10-25,0,29.370952606201172
299,2020-10-26,0,29.079254150390625
300,2020-10-27,0,29.088973999023438
301,2020-10-28,0,28.303747177124023
302,2020-10-29,0,29.311140060424805
303,2020-10-30,0,28.042997360229492
304,2020-10-31,0,28.34840202331543
305,2020-11-01,0,29.296306610107422
306,2020-11-02,0,29.171682357788086
307,2020-11-03,0,29.713815689086914
308,2020-11-04,0,29.427465438842773
309,2020-11-05,0,29.686437606811523
310,2020-11-06,0,30.197303771972656
311,2020-11-07,0,30.23567771911621
312,2020-11-08,0,29.971416473388672
313,2020-11-09,0,29.939727783203125
314,2020-11-10,0,29.574954986572266
315,2020-11-11,0,30.226974487304688
316,2020-11-12,0,29.925952911376953
317,2020-11-13,0,30.185461044311523
318,2020-11-14,0,30.26866340637207
319,2020-11-15,0,30.27467918395996
320,2020-11-16,0,29.905790328979492
321,2020-11-17,0,29.77910041809082
322,2020-11-18,0,30.214405059814453
323,2020-11-19,0,30.650407791137695
324,2020-11-20,0,30.37355613708496
325,2020-11-21,0,30.708189010620117
326,2020-11-22,0,30.155424118041992
327,2020-11-23,0,29.94466209411621
328,2020-11-24,0,30.336957931518555
329,2020-11-25,0,30.735462188720703
330,2020-11-26,0,30.77676010131836
331,2020-11-27,0,30.818634033203125
332,2020-11-28,0,30.52144432067871
333,2020-11-29,0,30.06975746154785
334,2020-11-30,0,29.52412986755371
335,2020-12-01,0,28.51911163330078
336,2020-12-02,0,29.095674514770508
337,2020-12-03,0,28.934959411621094
338,2020-12-04,0,29.699790954589844
339,2020-12-05,0,30.11768913269043
340,2020-12-06,0,29.29471778869629
341,2020-12-07,0,29.391082763671875
342,2020-12-08,0,29.631757736206055
343,2020-12-09,0,30.05755043029785
344,2020-12-10,0,30.161203384399414
345,2020-12-11,0,29.90453338623047
346,2020-12-12,0,29.91739273071289
347,2020-12-13,0,29.946483612060547
348,2020-12-14,0,30.680782318115234
349,2020-12-15,0,30.46570587158203
350,2020-12-16,0,30.977901458740234
351,2020-12-17,0,30.619407653808594
352,2020-12-18,0,30.792484283447266
353,2020-12-19,0,30.86480140686035
354,2020-12-20,0,30.218095779418945
355,2020-12-21,0,29.614137649536133
356,2020-12-22,0,29.399520874023438
357,2020-12-23,0,30.325777053833008
358,2020-12-24,0,30.343055725097656
359,2020-12-25,0,30.34779167175293
360,2020-12-26,0,30.39607048034668
361,2020-12-27,0,30.414613723754883
362,2020-12-28,0,30.01723289489746
363,2020-12-29,0,31.052825927734375
364,2020-12-30,0,31.063020706176758
