,Date,TruePrecip,PredictedPrecip
143,2020-05-23,0,8.676204681396484
144,2020-05-24,0,6.217057228088379
145,2020-05-25,0,9.660273551940918
146,2020-05-26,0,8.410812377929688
147,2020-05-27,0,15.593559265136719
148,2020-05-28,0,11.65646743774414
149,2020-05-29,0,15.006718635559082
150,2020-05-30,0,10.262301445007324
151,2020-05-31,0,6.827125072479248
152,2020-06-01,0,10.436847686767578
153,2020-06-02,0,24.849136352539062
154,2020-06-03,0,83.83289337158203
155,2020-06-04,0,62.41678237915039
156,2020-06-05,0,60.41472625732422
157,2020-06-06,0,112.4079360961914
158,2020-06-07,0,74.5583724975586
159,2020-06-08,0,91.30877685546875
160,2020-06-09,0,59.250152587890625
161,2020-06-10,0,22.667766571044922
162,2020-06-11,0,42.73710250854492
163,2020-06-12,0,60.18464279174805
164,2020-06-13,0,30.58805274963379
165,2020-06-14,0,10.644185066223145
166,2020-06-15,0,13.163497924804688
167,2020-06-16,0,6.564304351806641
168,2020-06-17,0,5.156163692474365
169,2020-06-18,0,6.212306022644043
170,2020-06-19,0,7.179874897003174
171,2020-06-20,0,10.391218185424805
172,2020-06-21,0,6.995096206665039
173,2020-06-22,0,27.374622344970703
174,2020-06-23,0,28.061607360839844
175,2020-06-24,0,40.34025573730469
176,2020-06-25,0,12.019254684448242
177,2020-06-26,0,5.460765838623047
178,2020-06-27,0,5.0785231590271
179,2020-06-28,0,2.5461268424987793
180,2020-06-29,0,1.188346266746521
181,2020-06-30,0,2.591796636581421
182,2020-07-01,0,1.5880292654037476
183,2020-07-02,0,1.7880103588104248
184,2020-07-03,0,5.5454206466674805
185,2020-07-04,0,3.260052442550659
186,2020-07-05,0,8.148680686950684
187,2020-07-06,0,4.970184803009033
188,2020-07-07,0,6.049014568328857
189,2020-07-08,0,6.997523784637451
190,2020-07-09,0,20.427494049072266
191,2020-07-10,0,21.20650863647461
192,2020-07-11,0,4.835121154785156
193,2020-07-12,0,12.200430870056152
194,2020-07-13,0,9.264126777648926
195,2020-07-14,0,28.119935989379883
196,2020-07-15,0,22.821264266967773
197,2020-07-16,0,30.11659812927246
198,2020-07-17,0,91.146240234375
199,2020-07-18,0,50.673118591308594
200,2020-07-19,0,16.768205642700195
201,2020-07-20,0,43.35626983642578
202,2020-07-21,0,45.397438049316406
203,2020-07-22,0,11.410346984863281
204,2020-07-23,0,8.151304244995117
205,2020-07-24,0,10.066574096679688
206,2020-07-25,0,18.12474250793457
207,2020-07-26,0,7.8761186599731445
208,2020-07-27,0,5.861377239227295
209,2020-07-28,0,4.088443756103516
210,2020-07-29,0,3.36220645904541
211,2020-07-30,0,4.0272417068481445
212,2020-07-31,0,2.236564874649048
213,2020-08-01,0,6.791141033172607
214,2020-08-02,0,3.912163496017456
215,2020-08-03,0,4.818808078765869
216,2020-08-04,0,7.058224201202393
217,2020-08-05,0,13.085248947143555
218,2020-08-06,0,19.65703582763672
219,2020-08-07,0,100.60710906982422
220,2020-08-08,0,10.017743110656738
221,2020-08-09,0,28.376039505004883
222,2020-08-10,0,54.0378303527832
223,2020-08-11,0,82.15534973144531
224,2020-08-12,0,67.28641510009766
225,2020-08-13,0,42.926937103271484
226,2020-08-14,0,14.28609561920166
227,2020-08-15,0,15.130511283874512
228,2020-08-16,0,34.56199264526367
229,2020-08-17,0,10.832873344421387
230,2020-08-18,0,13.086833953857422
231,2020-08-19,0,19.397550582885742
232,2020-08-20,0,56.002296447753906
233,2020-08-21,0,53.9610481262207
234,2020-08-22,0,31.034503936767578
235,2020-08-23,0,24.146554946899414
236,2020-08-24,0,40.5561637878418
237,2020-08-25,0,24.77867317199707
238,2020-08-26,0,15.747787475585938
239,2020-08-27,0,32.61042022705078
240,2020-08-28,0,88.94409942626953
241,2020-08-29,0,39.56403732299805
242,2020-08-30,0,43.80836868286133
243,2020-08-31,0,38.248199462890625
244,2020-09-01,0,10.836506843566895
245,2020-09-02,0,9.639780044555664
246,2020-09-03,0,13.488800048828125
247,2020-09-04,0,9.023364067077637
248,2020-09-05,0,21.175241470336914
249,2020-09-06,0,15.486717224121094
250,2020-09-07,0,5.587815284729004
251,2020-09-08,0,6.104200839996338
252,2020-09-09,0,11.114060401916504
253,2020-09-10,0,19.25022315979004
254,2020-09-11,0,27.378650665283203
255,2020-09-12,0,8.117910385131836
256,2020-09-13,0,5.558469295501709
257,2020-09-14,0,12.312518119812012
258,2020-09-15,0,20.596782684326172
259,2020-09-16,0,31.001537322998047
260,2020-09-17,0,15.343674659729004
261,2020-09-18,0,16.41849136352539
262,2020-09-19,0,12.789705276489258
263,2020-09-20,0,14.398565292358398
264,2020-09-21,0,44.46815490722656
265,2020-09-22,0,47.73005294799805
266,2020-09-23,0,73.66158294677734
267,2020-09-24,0,69.80033111572266
268,2020-09-25,0,15.360149383544922
269,2020-09-26,0,10.161316871643066
270,2020-09-27,0,17.955493927001953
271,2020-09-28,0,6.997203350067139
272,2020-09-29,0,20.73888397216797
273,2020-09-30,0,12.47903060913086
274,2020-10-01,0,2.667294979095459
275,2020-10-02,0,19.148839950561523
276,2020-10-03,0,14.673346519470215
277,2020-10-04,0,10.32359504699707
278,2020-10-05,0,9.230499267578125
279,2020-10-06,0,6.553817272186279
280,2020-10-07,0,9.991052627563477
281,2020-10-08,0,13.659486770629883
282,2020-10-09,0,16.858734130859375
283,2020-10-10,0,11.235306739807129
284,2020-10-11,0,9.732426643371582
285,2020-10-12,0,16.619686126708984
286,2020-10-13,0,16.98658561706543
287,2020-10-14,0,15.620220184326172
288,2020-10-15,0,28.4984130859375
289,2020-10-16,0,23.805946350097656
290,2020-10-17,0,16.603015899658203
291,2020-10-18,0,33.696685791015625
292,2020-10-19,0,48.268150329589844
293,2020-10-20,0,61.13491439819336
294,2020-10-21,0,16.17335319519043
295,2020-10-22,0,10.011767387390137
296,2020-10-23,0,31.187938690185547
297,2020-10-24,0,17.06147003173828
298,2020-10-25,0,11.88624095916748
299,2020-10-26,0,12.029867172241211
300,2020-10-27,0,5.994726657867432
301,2020-10-28,0,14.45423698425293
302,2020-10-29,0,10.40710735321045
303,2020-10-30,0,17.53200912475586
304,2020-10-31,0,3.317452907562256
305,2020-11-01,0,1.8594049215316772
306,2020-11-02,0,16.580745697021484
307,2020-11-03,0,2.415494918823242
308,2020-11-04,0,1.9575722217559814
309,2020-11-05,0,3.9330873489379883
310,2020-11-06,0,3.2487547397613525
311,2020-11-07,0,5.07945442199707
312,2020-11-08,0,12.090938568115234
313,2020-11-09,0,12.377899169921875
314,2020-11-10,0,5.880427360534668
315,2020-11-11,0,4.6643829345703125
316,2020-11-12,0,0.9741042256355286
317,2020-11-13,0,6.500348091125488
318,2020-11-14,0,15.316070556640625
319,2020-11-15,0,14.67052936553955
320,2020-11-16,0,11.109018325805664
321,2020-11-17,0,8.554367065429688
322,2020-11-18,0,25.911800384521484
323,2020-11-19,0,1.832942247390747
324,2020-11-20,0,0.7885488271713257
325,2020-11-21,0,15.767386436462402
326,2020-11-22,0,-2.663127899169922
327,2020-11-23,0,2.829936981201172
328,2020-11-24,0,11.073071479797363
329,2020-11-25,0,8.799821853637695
330,2020-11-26,0,0.25786110758781433
331,2020-11-27,0,18.457990646362305
332,2020-11-28,0,14.209390640258789
333,2020-11-29,0,123.62776947021484
334,2020-11-30,0,131.6219482421875
335,2020-12-01,0,12.982810974121094
336,2020-12-02,0,21.536649703979492
337,2020-12-03,0,15.76473331451416
338,2020-12-04,0,21.430767059326172
339,2020-12-05,0,13.840792655944824
340,2020-12-06,0,22.250537872314453
341,2020-12-07,0,12.653486251831055
342,2020-12-08,0,10.377775192260742
343,2020-12-09,0,7.56791353225708
344,2020-12-10,0,24.366695404052734
345,2020-12-11,0,5.547635078430176
346,2020-12-12,0,12.009897232055664
347,2020-12-13,0,10.77257251739502
348,2020-12-14,0,2.8040592670440674
349,2020-12-15,0,6.722822189331055
350,2020-12-16,0,5.228055477142334
351,2020-12-17,0,5.9818572998046875
352,2020-12-18,0,9.339388847351074
353,2020-12-19,0,40.765724182128906
354,2020-12-20,0,88.70040893554688
355,2020-12-21,0,27.10667610168457
356,2020-12-22,0,41.68964385986328
357,2020-12-23,0,12.773489952087402
358,2020-12-24,0,7.962024211883545
359,2020-12-25,0,1.9274241924285889
360,2020-12-26,0,-0.018299967050552368
361,2020-12-27,0,-0.6025136709213257
362,2020-12-28,0,0.5905552506446838
363,2020-12-29,0,0.7384008169174194
364,2020-12-30,0,2.082716941833496
